uniqueidentifier,amount,date
bca-9819cfa4-bae2-4b53-a919-0798a5ce93a8,-890000.00,2024-11-01
bca-cb4cfc37-0c40-420b-8d36-87351b3607a2,851000.00,2024-11-01
bca-df3db84a-5f93-42b6-acc0-acf112b388d1,-371000.00,2024-11-02
bca-3a3c3743-b973-44ac-8d7e-2ccc44487886,-889000.00,2024-10-28
bca-669b0fea-b121-4343-8689-0836df220365,-331000.00,2024-10-28
bca-50169aa9-7add-4772-b3d1-4854e0338f47,683000.00,2024-10-29
bca-0c81254e-a8a8-4aa2-b603-2c93d87802e4,123000.00,2024-10-31
bca-593b8f8b-8069-4324-b1af-d94f5e00b425,455000.00,2024-10-29
bca-3aad51ff-a60c-4303-9aac-d2d60c1257c6,699000.00,2024-10-28
bca-d6b3755e-cda6-4b20-b1e0-ac86eda1fcc1,-246000.00,2024-10-29
bca-bd97d9c9-e7fa-4f3b-850b-3bd9e887cacb,-248000.00,2024-10-31
bca-b878d7dc-3956-4b01-b3f2-b8af3f3aaf5d,928000.00,2024-11-01
bca-26b74b74-2211-4b8a-84ab-959ad5db6dae,645000.00,2024-11-02
bca-1e62fd05-44fd-46a0-befe-299ac181bc5d,-704000.00,2024-10-30
bca-1bd75ec5-6d7e-4016-a0ce-b50cf5e09535,-464000.00,2024-10-31
bca-a7b369c9-885f-481c-9204-707f04d0c2a3,-900000.00,2024-11-03
bca-4781fa3f-e842-409c-be54-c7867963a142,-308000.00,2024-10-28
bca-ec5926ba-dba3-43e2-906f-979e5c2e3dea,252000.00,2024-11-03
bca-f56d179e-f459-4f8f-bb1a-f3c6154798b2,-964000.00,2024-10-29
bca-aa2e6693-d0af-421a-998d-d114915671a3,758000.00,2024-11-03
bca-a1928c39-144e-4266-89c6-ed5e2705c5ff,38000.00,2024-11-01
bca-65e2eb2c-7996-4e17-84b8-a632081fa073,284000.00,2024-10-28
bca-76e6bb1e-29db-4e1e-96ea-fe5891dda74c,-552000.00,2024-10-29
bca-653d2b98-808b-4baa-be03-3f831d149d26,-303000.00,2024-10-31
bca-94332d48-83cd-43d7-ad8f-243d8b90e798,-473000.00,2024-11-01
bca-3ecf1956-54af-473e-ad24-c32aeeab6f35,768000.00,2024-10-29
bca-af90a1ec-68e2-43b5-8fdf-0cd7e2f4e484,974000.00,2024-11-01
bca-1db3a6a7-32a3-4260-b6b7-ee7d7dbf8d16,-871000.00,2024-11-02
bca-87abfea6-d62f-4509-bbd5-61983ad65fa0,817000.00,2024-10-31
bca-dd07264c-be56-483f-bda8-83ea1463da8c,-576000.00,2024-11-01
bca-129064c3-1d1a-4602-bd93-7694a9288c88,-679000.00,2024-11-02
bca-5e85c232-623c-4138-8522-eaef73075bbc,-292000.00,2024-11-02
bca-20f1bde0-00b1-4217-b036-59dbf5c30ff1,-792000.00,2024-11-03
bca-2aa77d70-c387-4653-9038-307c21870cf9,-430000.00,2024-10-31
bca-0aea29ee-3e47-4583-afe5-41ed5fd6178d,969000.00,2024-10-28
bca-1660fa08-4f66-4f6a-ac7d-44e778bb8b09,714000.00,2024-10-30
bca-cdecc9df-31e1-4204-a3f2-9fbbaf3ab5fc,-39000.00,2024-10-31
bca-68b4533c-d9ae-4ce7-8441-3c9e58d3bd8b,-822000.00,2024-10-31
bca-1c891d37-55e5-415a-bd95-66c3650f8bda,-798000.00,2024-10-31
bca-a370efe2-e92c-45c9-8064-376387ecfa8c,315000.00,2024-10-29
bca-dbf3f927-5d34-4628-a773-dafbd4d9c56f,-234000.00,2024-10-29
bca-674f9b22-ec89-4980-ad2b-3022a79c0003,231000.00,2024-10-29
bca-b83a80ea-7695-4dcb-9ee0-1f1986419211,-917000.00,2024-10-30
bca-818bb124-78dc-4cec-b34d-c9fad487a44a,-759000.00,2024-10-30
bca-4a420e1b-b4fc-45dd-82cd-73bb62bc8f75,-850000.00,2024-10-30
bca-fcae1410-5aad-4f46-aafe-e4008b4eed16,788000.00,2024-11-03
bca-7a86182e-2a05-45b2-8b75-6e1621edb943,-591000.00,2024-10-31
bca-a9e23a24-2323-4a4e-9238-dd7e6ca39c86,-855000.00,2024-10-31
bca-db7d66c6-3177-4d3b-bc56-bcaf7ec296ea,166000.00,2024-11-03
bca-7857ae82-b8d4-49e4-aa46-0870a8ae959b,142000.00,2024-11-03
bca-b835af9d-c6a1-46ca-8745-39f62ec265ea,573000.00,2024-10-28
bca-aa81d395-321b-4cd8-95bc-9f3ea02aad80,-373000.00,2024-10-30
bca-a5900fcb-5234-45eb-9434-94d9c08f8410,708000.00,2024-10-30
bca-c3c4fa52-2bfb-4632-b469-6ee461aa0b47,34000.00,2024-10-29
bca-dbc6d279-3b1c-4d77-ba07-dd239c919276,-203000.00,2024-10-30
bca-8e2356b8-da26-4087-a772-2e767587553b,220000.00,2024-10-31
bca-d1909ad1-04da-45ef-b6d5-ad51a6ef28c5,-196000.00,2024-10-31
bca-41fe826f-1240-4a1a-aa56-5afe56669ed6,-440000.00,2024-11-02
bca-053a6310-2078-42e8-9e92-7a6ff95c13ab,-263000.00,2024-11-04
bca-3eea1d48-73dc-4dd1-b639-167f8e224dd0,782000.00,2024-11-02
bca-d0341d26-e9a9-459f-8bc9-f2c54d8ae01b,-750000.00,2024-10-28
bca-38e2753f-8dde-485e-92c1-736c4f8a9262,-134000.00,2024-10-31
bca-d027010c-adc3-4d22-84c4-6331bdcf174e,-514000.00,2024-11-03
bca-5e5fdae2-887e-4a45-8236-876dd4d1ab4f,-12000.00,2024-10-29
bca-b37f3f43-3efd-489b-a7e7-c5adf4e5e54d,-531000.00,2024-11-03
bca-ce2b799a-7995-410c-9471-1c76c131583d,-969000.00,2024-11-02
bca-53b48be0-b249-4998-a2f9-e7cfc95f38b0,351000.00,2024-11-01
bca-cbf840bd-f6a7-4b02-84b4-2b1ee23c7ac3,-16000.00,2024-11-01
bca-5adae511-47f5-46e8-ac0e-b012218bbb10,-436000.00,2024-11-02
bca-ed47a860-a54e-4877-86f8-8d969217d4a0,659000.00,2024-10-28
bca-ed8e5af5-f9d4-47d1-94aa-ce493709bca7,-910000.00,2024-11-02
bca-1a8c9752-e341-45ed-9c7b-35ec610053a4,178000.00,2024-11-01
bca-ded47524-61d9-4ad5-93c1-4e2d55948b0d,-543000.00,2024-11-01
bca-d5faa9ee-49fb-42b9-b1c1-65fe14036eea,9000.00,2024-10-29
bca-28561796-a150-4cb1-9df0-875a992a2ba5,977000.00,2024-11-02
bca-9e780061-511a-48eb-8a7c-5281b4b3946d,-147000.00,2024-11-03
bca-7b0855dc-a703-4552-a471-27ad70f169aa,-418000.00,2024-10-29
bca-b80cb119-4554-4d73-a4cf-36e99bff020c,-234000.00,2024-11-01
bca-f7f0e324-9c42-4759-a505-4a8546745221,288000.00,2024-10-30
bca-7c49ddfc-41f2-4b17-a86c-c851a09fb154,977000.00,2024-10-29
bca-e8444537-8562-44ea-9195-6d04352e47b5,-183000.00,2024-11-01
bca-9f1bc39b-af58-499d-b4f3-0d8d444de3e4,503000.00,2024-10-30
bca-5bfe4ded-40ce-4126-9eff-fc203ba7976b,277000.00,2024-11-02
bca-0949c9da-d9fd-411c-a07a-c2303b07e0c5,-347000.00,2024-11-02
bca-bf9e2325-e9fe-4f9c-911c-bacc3cdbb47f,908000.00,2024-10-28
bca-231c865c-025a-4db0-8d27-f77096092619,369000.00,2024-11-01
bca-3cdcc01c-66cd-40f6-bc88-6ea2a93cf0e7,-393000.00,2024-11-01
bca-a7c04622-9a73-498e-bfe4-c669f3b62d65,-102000.00,2024-11-02
bca-98059281-6a50-43ee-974f-032cd3490658,441000.00,2024-10-28
bca-772941e0-0b24-4fa9-97ec-a9ad816a02be,-25000.00,2024-10-31
bca-16278a04-94a3-4d86-bad0-05cdaca9e927,561000.00,2024-11-02
bca-68f03b9c-c5be-4fed-924d-b397257bb23f,805000.00,2024-10-31
bca-cb26e991-11b1-4fbc-a18d-753f40eada37,-839000.00,2024-11-02
bca-5b58e116-6e8e-4d4c-b528-3c6619419865,-581000.00,2024-11-01
bca-9a710460-fd57-4e2e-ab4f-2b3762cc75d9,-44000.00,2024-10-28
bca-4cfa4372-4a7b-48ea-9f4d-9a45d532d2e1,257000.00,2024-10-31
bca-abc72308-35cb-4471-aaeb-5ccd384021a1,-373000.00,2024-10-30
bca-ebe1192c-199f-41b1-9d40-4dfe099fe9f8,-576000.00,2024-11-01
bca-05f2e332-975d-4567-9a29-3d16538fec25,-506000.00,2024-10-31
bca-9c767695-dbd3-4618-a8c2-8b209a5460c0,655000.00,2024-10-30
bca-235325ff-9b15-4cea-9e04-4152a1c28f5e,-365000.00,2024-11-02
bca-3c9ef7ef-1321-4077-b288-69b74ab76c83,610000.00,2024-11-03
bca-f6da45ce-6a3c-4aad-b036-a8ba12c7393d,-600000.00,2024-11-01
bca-65359ee0-c8f5-445e-933b-4547c55cec57,-954000.00,2024-10-30
bca-409ccda0-0b26-4a06-aa53-e224f4c3c876,465000.00,2024-10-29
bca-946efa79-e4de-4ab9-a9b8-58f41c658984,566000.00,2024-10-30
bca-c3ff6c68-002f-4030-9d9d-23de0fb16608,373000.00,2024-11-03
bca-82b9d065-2b51-4afd-b4b7-19a6acd5ced0,-300000.00,2024-11-03
bca-b71c46b3-01ec-4072-9a93-4f5a10067e9b,227000.00,2024-11-04
bca-23939601-4cb5-4edb-a4c0-8a664a89a740,-721000.00,2024-10-29
bca-dc66ef19-8822-44d7-970b-c955156ed66c,-134000.00,2024-10-31
bca-413b984f-aeba-4594-8869-040a681e577d,-501000.00,2024-11-01
bca-513d4498-1285-47b3-9c77-03eea008b076,-148000.00,2024-10-28
bca-32df2f49-b8b5-4bd8-914e-63e19885d17d,57000.00,2024-11-03
bca-5bc0b77e-7fd8-431a-835d-befd34418f2f,665000.00,2024-11-03
bca-5e207452-cf1f-484d-b677-8432423486bf,594000.00,2024-10-29
bca-5762214d-6df3-4346-ab75-4990e0c08263,-858000.00,2024-10-30
bca-40310488-83f5-4f82-8184-ba0ba18b4547,999000.00,2024-10-29
bca-d45a10f9-1de7-49cf-9999-d5bd3ab024a4,-805000.00,2024-10-31
bca-54707794-eec5-4914-86f7-540f435d0f94,-388000.00,2024-11-02
bca-3a56f600-5a56-4989-8103-63254bb233ed,956000.00,2024-11-03
bca-0768f345-8179-4d1e-ba00-6a5779caae7e,157000.00,2024-11-03
bca-19b4bd7d-9066-40d6-8669-1818b623d7fc,-215000.00,2024-11-02
bca-5d8466a9-53f4-4d6d-b043-4fa5c6ce6377,13000.00,2024-11-02
bca-f1edcd7d-5e30-4c75-9b09-caaefe2c1ac6,746000.00,2024-11-03
bca-b23da9c7-8b8b-4865-a82c-a4299b1d6473,-267000.00,2024-11-03
bca-22f2efaa-a908-4ece-98a4-05efeb327ea9,-388000.00,2024-10-28
bca-f5bb8666-ab46-43b5-832f-1efe39d3e94d,221000.00,2024-10-31
bca-2b688f7b-5138-466c-b172-eed25c10e40d,588000.00,2024-10-31
bca-14b27cbc-6792-41f4-ac0e-351f3c1f5f92,92000.00,2024-10-28
bca-4aaef4fe-7202-4142-a30e-41ab44d42737,-420000.00,2024-10-30
bca-f1be9c37-303f-4c96-9f52-7a032c7a9ccd,44000.00,2024-10-28
bca-4ac8ac98-306d-46ba-b887-3c087d1352a5,350000.00,2024-10-29
bca-5bfcee66-f204-450f-a2a8-dc40bdbf6dc5,917000.00,2024-10-31
bca-30dcab08-0110-49e5-9b6f-a0c2e6146f2f,392000.00,2024-10-30
bca-825323a1-5adf-4827-a321-6810821e03d8,820000.00,2024-10-29
bca-3ba5084c-2119-4b5c-b297-efb4893f61e0,-614000.00,2024-10-31
bca-4fefb9b4-0af4-4949-9dcc-44117ecaf6a0,-481000.00,2024-10-28
bca-5344354b-66b4-4f9b-bc9e-b95d681d5f31,836000.00,2024-10-28
bca-987e1927-7748-419f-92b2-526e9860da6a,-306000.00,2024-10-29
bca-59c3ed37-7e4c-4984-83d5-5a0d8866b694,-645000.00,2024-10-28
bca-984c910b-4626-4ecf-97b5-1df48537ff2d,-160000.00,2024-11-01
bca-8a85e724-601c-40d5-8ef4-cce678377c48,-567000.00,2024-10-30
bca-5609577c-9371-4648-96c1-507637c8b3ae,931000.00,2024-10-30
bca-7d423985-b970-4f1a-8e21-81eebfeb960d,349000.00,2024-10-28
bca-e874e50a-6f92-4cfd-b401-950266965f35,224000.00,2024-11-01
bca-d476d8be-78d8-4d1c-b976-348b4ae68a75,-576000.00,2024-11-01
bca-6e5c5720-c500-4252-b4f5-d4fb964ae074,-292000.00,2024-10-29
bca-a7c20666-5347-4533-8266-79cec4093f5d,323000.00,2024-10-31
bca-5d614023-1c58-468e-af61-1f52413160bb,-517000.00,2024-10-29
bca-3f091313-26f5-4e34-b720-d0ebfce387e5,654000.00,2024-10-30
bca-cc0e74e2-76d4-4160-a88c-7da0ab3fd5d6,308000.00,2024-11-03
bca-4ab1dbac-53de-480a-8f87-a1066fd8a27c,901000.00,2024-10-28
bca-52b9dab4-eeab-460b-b8b7-f19d069e77dc,-167000.00,2024-10-29
bca-cd74d33a-8d90-4f75-827e-335bc407d806,-516000.00,2024-10-31
bca-022f87ae-761d-4f34-8c3f-e03ee2a82bb5,-377000.00,2024-11-02
bca-847fdd43-5ddd-48d6-aece-81e0819fac80,-922000.00,2024-11-02
bca-3d3f5b23-4171-45e0-90e4-ae67e1e94348,-607000.00,2024-11-01
bca-917b5f2b-edb7-4a9d-8671-899dd065d540,-652000.00,2024-11-01
bca-c3a345e4-989b-4505-b785-6fe7fe8b9a96,-512000.00,2024-11-03
bca-ed94348c-5d75-4309-acda-82bf19cf7a96,403000.00,2024-11-02
bca-0de549da-6271-48a2-a12b-76329d6850f0,-238000.00,2024-11-01
bca-4a16da34-3b09-4e6b-a963-7987e3d1fb76,-740000.00,2024-11-01
bca-303ea239-66bc-4363-9f1b-d7024a36b63e,242000.00,2024-10-29
bca-e52f3178-308e-40cc-986b-c7b656965118,-39000.00,2024-11-01
bca-f24747d7-1f1f-44d6-b54b-ddd9742aa917,-891000.00,2024-11-01
bca-7291630a-37c5-4046-81e8-9d993be5d309,613000.00,2024-10-30
bca-769f7a63-6eba-4e56-a53c-f4b896f81873,975000.00,2024-10-29
bca-46ef37db-3ec9-4d38-880f-ebf410b9670f,-290000.00,2024-10-31
bca-edb050a7-71e8-412a-b165-ee91ff19fce9,469000.00,2024-10-30
bca-cb78fbf4-779c-4fae-bb7f-cd5ff4c9974c,-215000.00,2024-10-31
bca-b88f549d-69ea-4848-b45a-db70a1dd7438,339000.00,2024-10-28
bca-4ed16f5e-1ae8-44a2-8508-0d0d59d7b3c3,121000.00,2024-10-30
bca-eea77edd-14ba-4b94-994f-10bc3597126d,81000.00,2024-10-29
bca-a91e9af0-1957-4100-aba8-ae8b83a4a87e,-179000.00,2024-10-30
bca-8a4996f5-890b-4274-8bf0-45be23b50f25,-687000.00,2024-11-02
bca-f82b38b2-275e-43aa-9566-530b375cd5fc,-101000.00,2024-11-02
bca-53c36617-52bf-40b5-b9fa-c8c484a4b63e,-220000.00,2024-11-03
bca-9a32b1bf-9219-4f66-aa0d-14c88d00a3e0,937000.00,2024-10-28
bca-6af03487-929e-4f29-8b5a-d362a9c4e995,268000.00,2024-10-28
bca-8d67133d-d64f-4220-baf6-f318515f5e10,-998000.00,2024-11-01
bca-9d3c16b7-0384-45a5-8cca-480299d44734,712000.00,2024-11-01
bca-f190e16c-51da-4916-8073-e6911feda726,-163000.00,2024-11-01
bca-33892cb3-052e-44b3-b9d2-e976400ed7eb,944000.00,2024-11-01
bca-b4cb99a7-2456-4e07-a347-18e307af08ce,633000.00,2024-11-01
bca-af7282e1-e96a-4a0e-8e26-c48ffdf0947d,532000.00,2024-11-01
bca-4a046793-113e-4ffe-960f-4ee9fb3c0500,416000.00,2024-10-29
bca-9de1d66b-4977-41fa-a93e-26f358b5b0d0,-413000.00,2024-10-29
bca-e56d4c8f-615e-48a3-b6db-19f9174ad38c,747000.00,2024-11-02
bca-ddcc4d14-af65-4895-9d37-7af6cccdf105,501000.00,2024-10-28
bca-08a978c8-295c-453f-89c7-865152f66291,-534000.00,2024-11-01
bca-692bdfac-61f9-444d-9573-12a5e48a1ce3,-862000.00,2024-11-01
bca-14042266-9ebf-40d6-86a6-a95e9a879ffb,79000.00,2024-10-29
bca-2b9ece44-0a73-4ce6-a371-5ae3a3b8018d,-476000.00,2024-10-28
bca-140c88fc-7eb3-4516-9647-472fcebec91c,952000.00,2024-10-31
bca-c30a22bb-aac2-4b6b-ad67-9c32a7fa781e,719000.00,2024-10-29
bca-ac6ca174-5fe8-49b7-ac84-2ac1519f7e66,413000.00,2024-11-01
bca-0aa16712-42cf-4320-bc05-05187e59fbf4,-706000.00,2024-10-28
bca-e66f3fe1-a873-4e20-a396-a975ed6750e7,-466000.00,2024-11-03
bca-7cd9bac3-4d9e-462e-985b-2bf514dbe5c6,488000.00,2024-10-29
bca-80885f85-e0fd-47dd-8aeb-7255f183cf2a,96000.00,2024-11-03
bca-2d9f52e7-185d-4333-a781-ebd4648cba2f,374000.00,2024-11-02
bca-b355e508-2893-4282-a0b1-9f35bf47595a,-903000.00,2024-10-31
bca-b997396f-6cf3-44d2-a362-c9343e7b5351,-319000.00,2024-11-02
bca-2baea1f9-cd27-4a03-a41e-bff745cd7109,292000.00,2024-11-01
bca-8f32cd1e-6586-4724-b0a9-c007c0c7607c,75000.00,2024-10-28
bca-4fc6f850-dcd5-43d4-bd76-a38d989b37da,-404000.00,2024-11-02
bca-1144e48e-c2c3-4525-8ae1-daacd981c85d,-65000.00,2024-10-31
bca-80aee816-a49b-431d-841e-7b00d09a4ed9,-424000.00,2024-10-30
bca-3bef155f-8700-460b-8d41-41b61e95f198,486000.00,2024-11-03
bca-ecd5ac2a-0f6d-4f01-a1c8-36b60ff0a2cf,676000.00,2024-10-30
bca-e2dcf0e1-6fd0-4227-bbaf-d452b82c45e6,345000.00,2024-10-28
bca-b0119087-3f40-4f01-8501-b94ab4cf3904,149000.00,2024-11-02
bca-c6372a00-b8f7-4d6f-93a2-736791a9b102,608000.00,2024-11-01
bca-074e0d01-d231-442a-9cb1-a9e510f24998,-633000.00,2024-10-30
bca-3d918261-e988-4148-ba8e-5606965437d9,366000.00,2024-10-28
bca-c68487e6-4311-4849-9c52-93d9d1250562,225000.00,2024-11-02
bca-ade95a28-2028-4742-b062-c181d9450697,-184000.00,2024-10-28
bca-7c524541-34b1-478a-9330-1221516daf59,-283000.00,2024-10-29
bca-3d8ecf7c-2258-42d4-b9b0-1cf5a628524f,658000.00,2024-10-31
bca-8cbbff24-ec9f-434a-9c45-c9b1c5fe3147,-720000.00,2024-10-29
bca-426bd9a8-a758-4bd1-940c-fe044e13997d,-948000.00,2024-10-31
bca-18f2d48b-04ca-4f59-a99c-d698a30f9be3,615000.00,2024-10-31
bca-76455617-2bc9-4d2a-810c-2d22e6fcc9ea,326000.00,2024-10-31
bca-563566ac-8031-491c-b6f8-310b000f59ce,54000.00,2024-11-03
bca-5f8623a5-9781-4d3e-87e0-d5488fbe4932,-415000.00,2024-10-31
bca-ab45ca4c-b64d-4fd6-844f-5dc1cc5a7dcc,-289000.00,2024-10-29
bca-8cc7abf5-de5b-45bd-8eb7-cf9e8d5154e1,931000.00,2024-11-03
bca-b0e70b5f-683b-40d0-9f55-b5dc96dd8932,586000.00,2024-10-30
bca-42dc89c0-973d-4a10-a40e-326bc5db53c3,535000.00,2024-10-30
bca-555e69e1-352d-4dd6-8fa7-dbaad5b53325,-707000.00,2024-11-02
bca-29dbe3d0-5036-45bf-90eb-4ee47c27c41d,-634000.00,2024-11-04
bca-95b5e671-16d0-4c7a-8266-a52d6778b674,-379000.00,2024-10-28
bca-57e174de-c640-4155-a5f3-9e8263dc287c,-475000.00,2024-11-01
bca-affecb17-99a2-4559-b7d5-37d41c1e74b7,-849000.00,2024-11-02
bca-0871f176-561a-4762-8bd1-34778c0a5b91,769000.00,2024-10-31
bca-ca7b2321-e22a-4381-84ea-c9ed283d059b,-384000.00,2024-11-02
bca-6411c9a9-7bf2-4e88-a9e1-bf4169e148f0,-746000.00,2024-10-30
bca-a627be52-76fe-4caf-9362-e34982c2f2f7,-448000.00,2024-10-28
bca-00d7ae4a-1493-466a-b2d3-5d161776c7b5,844000.00,2024-10-29
bca-581da41f-448a-4520-9933-a3a3a26bc1dd,458000.00,2024-10-30
bca-3245a02d-e7bf-4252-bbd8-c26a468b7142,-858000.00,2024-10-28
bca-440e21c2-af61-44a0-aa22-9fd761599e80,-532000.00,2024-10-31
bca-00f2993b-7719-4b22-b3fd-9f907128ee05,-151000.00,2024-10-30
bca-9d3b2bad-1f56-4712-a425-c0f645068808,299000.00,2024-10-29
bca-81747b35-1009-4c9d-876f-745dddac811c,364000.00,2024-10-28
bca-d0beb6e1-1306-43ba-b5fb-6430f65d8ee5,271000.00,2024-10-29
bca-9efd0836-0a0c-422b-ab4c-3286ab35e0ac,319000.00,2024-10-31
bca-b2b6d5f8-9979-4afe-a396-0b9b98b12964,-740000.00,2024-11-02
bca-7e9092f9-12b9-4063-b694-4476c8e75e4f,801000.00,2024-10-31
bca-6569e6a0-adbd-4e16-8ff6-efc07ee138ac,-867000.00,2024-11-01
bca-f4abf050-c23a-48bf-be08-d9d26c8439d3,-936000.00,2024-11-02
bca-ecfb3c47-0ced-424d-bb68-18ed5e77fbd8,773000.00,2024-10-31
bca-e0968989-bd88-4157-91a9-fe8266f8d536,-93000.00,2024-10-28
bca-af7a8971-2c94-40c7-843a-cb60c2f039c4,409000.00,2024-10-31
bca-24678bfb-6cd5-4a18-84b7-ab623fc32a08,301000.00,2024-11-03
bca-8cf0b151-5dcd-4dda-965f-99a829c0290d,801000.00,2024-11-01
bca-fb15dc9c-ab9c-4f2b-9df0-d5e149e2673c,-18000.00,2024-10-29
bca-b5c6f7e0-7229-426d-b949-aa7323ec3201,619000.00,2024-10-30
bca-bdd1a571-82ee-42ab-ab59-d6f25489e58f,949000.00,2024-10-31
bca-b3fb4195-6e3e-4377-b434-9ff6b3743b5b,532000.00,2024-11-03
bca-848ff4d0-c8f9-4045-97c9-046a319e554c,-491000.00,2024-11-03
bca-f9ec3199-c926-4d77-b419-da2b16675814,-234000.00,2024-10-29
bca-25b53e79-4e86-40dd-a267-042055045c7c,865000.00,2024-10-29
bca-e89e9b12-648f-4f2b-8563-af5efcb19b07,-649000.00,2024-10-29
bca-2a187165-fc11-4cf1-9602-3a0abab2732f,-731000.00,2024-11-01
bca-ec6a760e-eb53-41fb-b8de-8337083beeb9,59000.00,2024-10-30
