uniqueidentifier,amount,date
mandiri-43efb18e-e96c-43d9-a95a-d9c9121bfa1d,594000.00,2024-10-31
mandiri-a49d34c2-12b4-47f6-b849-f092611f2979,-768000.00,2024-10-28
mandiri-65d9843a-308f-45bf-bb63-26b12d1d1827,590000.00,2024-10-30
mandiri-c14e1e7e-c655-46df-a61e-8bed1d40eb1e,837000.00,2024-10-28
mandiri-7ea97b9f-5808-4727-80d6-a7c947ea96bd,-437000.00,2024-10-30
mandiri-1215e42a-4e06-44b4-ba67-3e30a75969a3,-499000.00,2024-10-28
mandiri-7f76296b-7463-47ec-81fe-7cc1e744dd69,-586000.00,2024-11-01
mandiri-0aa0be4f-43aa-40f1-a89c-f23eaa65809f,-497000.00,2024-11-02
mandiri-62462013-243a-4e85-aa0c-56c19fad182b,-521000.00,2024-10-31
mandiri-17990163-a74f-4e1a-b309-7af3a2e71d12,607000.00,2024-10-30
mandiri-a47b8f36-d7e9-4fa4-af2d-47cff694284c,577000.00,2024-10-28
mandiri-fd23226d-bf49-46e7-a3d0-e7b2315affab,-295000.00,2024-11-01
mandiri-7eb92d65-d57e-407e-8f03-2fea3e227e50,-220000.00,2024-10-30
mandiri-369096f0-f585-4c97-9777-046916d51ab7,193000.00,2024-11-02
mandiri-5ca2e04c-02c5-4fe5-8a9b-1954760c62f8,-830000.00,2024-10-28
mandiri-d4858f08-2859-4aa2-9351-5643fa6e24c3,676000.00,2024-10-29
mandiri-9b95aecd-842c-455a-bef8-735e1811f4a6,-528000.00,2024-10-31
mandiri-75650283-2783-4d09-98cb-350840ce415a,-746000.00,2024-11-03
mandiri-869b9f32-b40d-4178-88eb-7f668d3c5b9c,887000.00,2024-11-01
mandiri-c0cdad95-78ff-4f96-aa51-5c7ce8a6d511,878000.00,2024-11-01
mandiri-02ff4517-b48b-4658-9222-554852429e9a,-826000.00,2024-10-30
mandiri-c13ff005-f718-450d-b397-1844b54bcde5,-48000.00,2024-10-28
mandiri-853b5dbc-f940-4997-817a-b4fca7e12723,-587000.00,2024-10-28
mandiri-95144536-dfd2-463d-a985-85953391eb5e,835000.00,2024-10-31
mandiri-a87c10ea-cc29-4d9f-b85c-32db7bdd4224,424000.00,2024-10-30
mandiri-ec2d0998-5e06-49e4-927c-b29bceae53c6,502000.00,2024-10-31
mandiri-d4412a84-6a83-4555-9241-ca5ecb13677f,611000.00,2024-10-29
mandiri-d6b0af5c-2007-4d65-a1ab-8716dc42375d,497000.00,2024-11-01
mandiri-e0aa922a-e390-4518-9c57-ddb4230babf0,735000.00,2024-11-02
mandiri-cbe7547d-0f98-46b6-9efb-2051dc74b998,248000.00,2024-10-29
mandiri-7f026cba-408b-4c68-8219-e579a9faa2f9,890000.00,2024-10-29
mandiri-a41be63c-6dd9-4e7e-bb67-18b5ba3359f8,-973000.00,2024-11-03
mandiri-4e619337-f114-46eb-859c-4b47de26d7b7,-358000.00,2024-10-31
mandiri-a9cbe8f4-2b6a-4caf-9083-7b6c6d20677c,-237000.00,2024-10-31
mandiri-7fc048e2-1b95-4285-88c2-8485f6f7d233,270000.00,2024-10-31
mandiri-51325af4-ad25-42b2-a12d-48b1b2d7b38e,-855000.00,2024-10-30
mandiri-c665443e-53e5-4676-8fa4-34746b43e6e7,793000.00,2024-11-03
mandiri-5db3c17d-15fa-4311-9cea-d981f42b33b4,-530000.00,2024-11-01
mandiri-09562040-628a-4840-9b96-9cf73e34f0c0,375000.00,2024-11-03
mandiri-949e84c6-eb14-4479-8f56-1518d52bad74,463000.00,2024-11-03
mandiri-720845b5-0e16-47b0-8b51-a4f5f9e07934,-831000.00,2024-11-03
mandiri-27e6cb7a-d284-4c04-9ee8-ad6c970b6c14,-44000.00,2024-11-01
mandiri-9d393ef6-9b5b-41af-9c41-eb5af786e64e,154000.00,2024-11-03
mandiri-1df7ab60-1375-4138-9307-f2982a275fcf,-237000.00,2024-10-29
mandiri-338faff8-ad8a-4069-92a3-4483475881f2,158000.00,2024-10-31
mandiri-bab04b00-202a-4e62-a9b0-565ef579dfbb,464000.00,2024-10-28
mandiri-c5349b20-f436-4f42-8eeb-20f9e648a3cc,-955000.00,2024-11-01
mandiri-65bffee3-0f94-4982-9786-30647defb255,251000.00,2024-10-30
mandiri-563cbb73-31bb-499d-885f-f08dc4c30c2c,796000.00,2024-10-31
mandiri-2657a829-b15e-480b-ae2e-a9d22beb721f,-699000.00,2024-10-30
mandiri-599b8d79-71ae-4e09-babe-32a35f8e6017,-186000.00,2024-10-28
mandiri-c7c514c8-4146-47a2-b7d8-049a9b311a60,-54000.00,2024-11-03
mandiri-8b8101a0-3a99-4ff4-918b-c7446b1daeb2,-405000.00,2024-10-31
mandiri-9a7876c3-b56e-4ae6-ada8-248ae5d19a95,-968000.00,2024-10-31
mandiri-7eb4244e-a601-45fb-9b19-8975e8d8fb3b,-479000.00,2024-10-31
mandiri-a273c74a-87f8-4f3f-8dc3-bc8b78a20ac1,-752000.00,2024-10-30
mandiri-72336ee4-3739-4f7b-a780-728616b269ab,507000.00,2024-10-31
mandiri-62c8e304-df96-4ea2-9ed4-6d33d14e620c,984000.00,2024-10-28
mandiri-dd7e2868-3998-4a18-80af-4bf19cea1097,-802000.00,2024-11-01
mandiri-a4b5524c-3192-4a99-8936-5ce87476b6cf,556000.00,2024-10-31
mandiri-57a723f4-ca43-41d2-a7a8-24f57df17de3,-777000.00,2024-11-03
mandiri-1f4b60b9-dbaa-4e19-ac03-cc7cd7b69d13,493000.00,2024-11-03
mandiri-c2a75a3a-2073-4519-9589-cbdbe3679921,-854000.00,2024-11-01
mandiri-8b63f58c-a518-46a8-8e93-30feaa122c82,-788000.00,2024-11-01
mandiri-788d2c9c-410f-4b0e-95a2-86241ee75da3,731000.00,2024-11-02
mandiri-85311078-98a6-4f21-960a-90703a7bb601,-382000.00,2024-10-31
mandiri-4df022e6-d732-4293-80b8-315d0154be89,-583000.00,2024-10-29
mandiri-511782ed-a827-484c-ba4a-eb08cb33d36b,-270000.00,2024-11-03
mandiri-6e5486f0-fcc1-4a6f-ba25-344d356cf55d,889000.00,2024-10-30
mandiri-266e55f0-1ef8-426b-96e9-b8f1fb67826c,-102000.00,2024-11-02
mandiri-08a8f32f-b6ab-41f7-ae82-ade0eb4b1e76,-453000.00,2024-11-01
mandiri-071afcf5-92be-4542-adea-5a91fa9cd3e0,-156000.00,2024-11-02
mandiri-698b0937-b923-497a-bb81-b774c2a52ed2,936000.00,2024-11-03
mandiri-656f53a8-6edc-485a-8acc-afb5df883d2b,618000.00,2024-10-28
mandiri-c2ae542d-fbc2-4bfb-80bb-0c608268b954,312000.00,2024-11-02
mandiri-8ab93ca1-251b-4c46-ad6d-23661f707ac2,-988000.00,2024-10-28
mandiri-6a64663e-0cc1-4a20-827d-55beda0fd5ae,-267000.00,2024-11-03
mandiri-84d0008a-a06f-494d-bbda-095c36d5bb24,669000.00,2024-10-28
mandiri-c6dab147-8bbf-42d0-a404-56515a35bd6a,419000.00,2024-11-01
mandiri-da2eadfa-066d-49d7-9e98-566d12fd1c84,99000.00,2024-11-01
mandiri-8763ceb2-043d-4a45-ac5a-e69ef246bb72,811000.00,2024-11-03
mandiri-9e11cbea-18b5-4553-bc29-44551f990119,-104000.00,2024-11-01
mandiri-2bc0c5b2-e758-47ea-9020-d096898f1172,4000.00,2024-11-01
mandiri-967cd10f-ef6f-4702-b414-31c346de3357,-897000.00,2024-10-28
mandiri-1e7de031-97cc-4cc8-97cd-5e0be86f5e13,-907000.00,2024-10-30
mandiri-6542038e-965a-4039-8b16-8f74ea77727e,125000.00,2024-11-03
mandiri-9c61d6f5-569d-48aa-88b2-b13d377a0aed,891000.00,2024-11-01
mandiri-d74b8889-e8f0-4f5f-8ea2-62f098cb4f37,947000.00,2024-11-02
mandiri-e851db97-097a-4b51-bf7a-254683997816,5000.00,2024-11-03
mandiri-fbafecf1-7c0b-47bb-8eab-5d0be17cdd12,-164000.00,2024-10-29
mandiri-a81bf13d-8e8c-44b1-bbc3-74fb2c9694cf,351000.00,2024-10-28
mandiri-b1f20226-0bd2-4051-be5e-0974cd6af2e3,-501000.00,2024-10-29
mandiri-592df63e-29f8-4e26-bff7-98a81f62bcb5,-628000.00,2024-11-02
mandiri-3852796f-fc5f-451f-a2d1-434f6b2a62f4,-743000.00,2024-10-30
mandiri-0f5ec3dc-7205-4692-b6ae-2f32d0f06aa5,-525000.00,2024-11-02
mandiri-3cfec5fa-327b-4dfa-b2de-716a812fc2e5,-777000.00,2024-11-03
mandiri-227f23e0-af26-4a8f-bfe6-382c999556e2,-584000.00,2024-11-03
mandiri-62fa3046-cdbc-48f0-ac87-466dd6867054,520000.00,2024-10-31
mandiri-aff5ba54-cb3e-4410-9a2c-993ea1cb1a24,751000.00,2024-10-31
mandiri-0dfafc8b-0e18-4d8d-baf4-d4475a9d614a,-837000.00,2024-10-28
mandiri-501ddd8b-8efd-42d4-9c3e-a09fc280a25e,32000.00,2024-10-31
mandiri-5c0dd493-57da-41ba-a4c7-65aef60eccca,-588000.00,2024-11-02
mandiri-117a9e8a-e9ef-4b8d-8f99-746cf643a3b8,149000.00,2024-11-01
mandiri-b6866274-0a29-4c75-9305-6a95627b5708,-253000.00,2024-11-03
mandiri-a55c174c-f571-4258-ac10-668f3f83eea4,-653000.00,2024-11-01
mandiri-3e084a3c-3467-4a62-a11a-8d5bfa9dfffd,-643000.00,2024-11-02
mandiri-ab56647b-7530-4eaf-9386-e6ecb699356d,-739000.00,2024-10-30
mandiri-8a1331d9-aa0c-4430-872c-7f56caddc6ad,-640000.00,2024-10-28
mandiri-f11cdfc0-6c16-456e-89a7-997f436841fe,-142000.00,2024-10-30
mandiri-4476c8eb-8e07-4e27-85d9-5cba59baa7b4,-945000.00,2024-11-01
mandiri-52c0f812-976a-487c-8557-92fe9045ccdb,738000.00,2024-10-28
mandiri-bac8da6b-659e-4dd1-a6fd-18c815c482e8,-704000.00,2024-10-28
mandiri-66244f78-bb5d-462e-a1b0-e05e567092c0,-925000.00,2024-10-30
mandiri-9b58de5f-98fc-409f-98ec-e84601f8800e,-108000.00,2024-11-03
mandiri-44f2c3b7-fdf8-46d6-86c2-5c0b5754b975,412000.00,2024-10-28
mandiri-74c5fb21-0379-4f18-9594-ca8852fd6b31,-740000.00,2024-11-01
mandiri-9a113d7e-a741-4ed3-b2c5-314f96284f5f,-26000.00,2024-11-01
mandiri-dea91283-1d06-48d4-881d-3c86c6e9b77b,633000.00,2024-10-31
mandiri-013f399d-cfe4-4260-9732-35695d20a26b,-856000.00,2024-10-31
mandiri-db3a0576-aae5-4844-a8d5-96a68317c22b,552000.00,2024-11-01
mandiri-057414f7-a79f-4e9b-b238-740926824fe2,39000.00,2024-10-31
mandiri-d0328a90-014b-47a5-afae-b3902ed71561,403000.00,2024-10-31
mandiri-dfad7675-bfef-45fb-bbb3-f2073f4b91f6,-742000.00,2024-11-02
mandiri-3bf0ce7e-f52b-4e68-9cf4-49e3d8a91a00,-816000.00,2024-11-01
mandiri-aa8a7055-f5a0-4cba-9460-12a7134f1df2,301000.00,2024-11-01
mandiri-7e61ec11-10fb-45e2-a118-d5e8e6031c47,493000.00,2024-10-30
mandiri-29c8d2b8-2d0c-47f6-a7ec-543b360b5458,930000.00,2024-10-29
mandiri-e8ff0116-1a97-457f-a807-7f63f73b48c1,960000.00,2024-11-01
mandiri-06e8ae55-5750-4886-babb-f6c7291cfacc,-572000.00,2024-10-29
mandiri-d597e42e-4ea0-431c-a0bd-d8fd8adc9147,472000.00,2024-10-31
mandiri-87e1af14-61aa-415e-a482-11bbd263fc5b,-10000.00,2024-10-28
mandiri-7985f885-3659-401a-9212-d22685a33126,-851000.00,2024-10-30
mandiri-502848e1-584d-417e-bc08-a668bca6d685,-405000.00,2024-10-30
mandiri-04f89ae0-6943-4e07-a8df-d48a2e5dd2e9,-769000.00,2024-10-28
mandiri-d9249bc1-4482-495e-a4cb-627da32f8611,412000.00,2024-11-02
mandiri-24cd4393-89db-4759-b9b7-db51e3fa3302,996000.00,2024-10-31
mandiri-4fbb1a89-dc7e-4d2f-9f71-0e5779cfbfd7,558000.00,2024-10-29
mandiri-4d19b473-c000-4503-8663-270606c47b6b,-396000.00,2024-10-31
mandiri-44ca35ea-04ab-48dc-8632-49a25890f770,-469000.00,2024-11-03
mandiri-3eddf7cb-1f1d-41e1-9247-e6113441cd67,724000.00,2024-10-30
mandiri-de00f83f-e50f-41c7-a0e0-31d26a27443e,-20000.00,2024-11-02
mandiri-aa4735ca-9ca1-4f05-94e9-ffc7abb49ea2,213000.00,2024-10-31
mandiri-33258a15-fe77-4068-8f8f-46a59c9cfd73,-623000.00,2024-11-01
mandiri-c9161715-df7e-4333-ac4c-75d2f0ca30f1,864000.00,2024-10-31
mandiri-2837aa58-8c27-49e8-8310-a83921f06372,283000.00,2024-10-29
mandiri-107b10b0-8a52-4e8f-b1bc-a68941b0d514,-845000.00,2024-10-31
mandiri-fc0e9571-c0b8-49b7-aaf2-e91dda97c89a,106000.00,2024-11-03
mandiri-a67be49c-eece-49ee-aaa8-a84247b9cfbb,-378000.00,2024-11-02
mandiri-e13562a2-1509-4786-8ef8-9a7649ab97b8,347000.00,2024-11-03
mandiri-ed910e59-b07d-42ce-8c38-c25cb7a3136c,91000.00,2024-10-28
mandiri-169a7149-e88c-481c-ae6c-4c77633b0825,623000.00,2024-10-30
mandiri-db2ee3cd-6648-45cf-a2b7-7a29d1ff3d32,804000.00,2024-10-30
mandiri-bd3b941c-76c0-429e-8734-b51db73aa9f2,-568000.00,2024-10-29
mandiri-9256ceb0-e950-42b3-8583-8c54812152cd,383000.00,2024-10-28
mandiri-4dd12a4a-8be6-453b-8943-e352f756890e,460000.00,2024-11-03
mandiri-dcf10aa2-bb8c-44d1-97e6-94ae3f02c129,-597000.00,2024-11-03
mandiri-4f8ce270-9b6d-4e95-8c1a-d3da367c2240,518000.00,2024-11-01
mandiri-c61e3bd5-255a-4c1c-8fb8-33ad5d4fc332,92000.00,2024-11-03
mandiri-254e2ec6-bb5c-403d-a4fc-8dabdce63b9c,399000.00,2024-11-03
mandiri-7f1b510f-3532-420b-b745-a5c19a78b9fd,804000.00,2024-10-29
mandiri-0284d3d7-a152-47af-9be9-5fe7e9043f9d,-723000.00,2024-10-31
mandiri-64f6c8fe-8204-4e38-a14b-b00f3c3b7c9b,-153000.00,2024-11-02
mandiri-dff5145e-a697-4701-ab57-8ed932a25733,329000.00,2024-10-28
mandiri-bbc160c4-e677-4aea-b20c-6e3251175954,-106000.00,2024-10-31
mandiri-bf960449-d359-41dd-9cae-05776243a51b,183000.00,2024-10-30
mandiri-cd70f39d-f020-4914-9ef3-10f0ce0f9eec,684000.00,2024-10-30
mandiri-75491815-08ea-47a5-a1f0-967395770ff8,-543000.00,2024-10-28
mandiri-d9ece225-84b1-49a1-be24-09993e81abf1,-915000.00,2024-11-02
mandiri-a0e433ef-4ef8-4e5d-9635-876d780ee27c,606000.00,2024-10-28
mandiri-3bad5a84-298d-425a-b0ea-879c69295031,796000.00,2024-10-28
mandiri-bc756d25-3db9-42fa-b23c-a7a6b0d29670,988000.00,2024-10-30
mandiri-58585802-e46b-45ef-8958-52bf875da4e1,-260000.00,2024-11-03
mandiri-ce1a5614-500a-43d0-b803-7396add0e0ca,712000.00,2024-10-28
mandiri-9f9b7933-f5b9-4485-af95-d0944aa5987e,302000.00,2024-10-30
mandiri-ffa08764-6256-44e6-ad5d-7f0d7bc93f88,918000.00,2024-10-28
mandiri-d4672287-4a20-4aab-904f-2a2b8a76fe82,-370000.00,2024-11-03
mandiri-a20bf228-f1aa-4bb8-bdc8-6b117ee0719b,-808000.00,2024-11-03
mandiri-d9d23967-a357-445f-8363-d3356e24ef74,128000.00,2024-10-30
mandiri-d0a3dd92-e3c3-48a3-b45e-c0c8410006c5,-213000.00,2024-10-28
mandiri-7e82310d-2a3a-4f82-8602-f130f3c73bef,-634000.00,2024-10-29
mandiri-61c38a9d-98fc-4f98-b4b7-a3a277fb9f35,317000.00,2024-10-29
mandiri-3c285c3d-cb94-4f90-9235-2b1d7fc1ade4,44000.00,2024-10-31
