uniqueidentifier,amount,date
danamon-d19c8276-80d3-4a82-990e-706ebe55bc6a,636000.00,2024-10-28
danamon-e0b8b23c-466d-423b-884a-ee4b8130ceb8,-11000.00,2024-10-29
danamon-5f60bf5f-3e2f-4a17-9272-7dc2708fd09e,-950000.00,2024-10-28
danamon-b04bcd1b-42e5-4a97-bcf4-154542741bda,308000.00,2024-10-31
danamon-1c381eab-f35f-4b34-9e79-13045a1a5d2b,-741000.00,2024-10-28
danamon-5d022793-2cc8-4380-a18a-28b33f180532,598000.00,2024-11-03
danamon-b9308277-c35d-4180-9847-33aee61f6dd7,484000.00,2024-10-29
danamon-1d4a43ad-543d-4322-b0d1-44e60bb2486b,-948000.00,2024-11-04
danamon-04a4e032-fda6-4c32-878a-7c3b736bd4d7,-144000.00,2024-11-01
danamon-55308334-e95e-428f-8427-f99b504ee291,-871000.00,2024-11-03
danamon-bbc6c609-3e84-48aa-b563-604da86ec20e,227000.00,2024-10-30
danamon-344621e4-9919-4264-85c6-4b91f287eeda,979000.00,2024-11-01
danamon-c186e5a3-2d23-42fd-a159-80e793a2de55,202000.00,2024-11-02
danamon-1708ee1c-476e-4e71-9993-677b3ec356a3,-592000.00,2024-10-28
danamon-b2e018e6-3dd7-4378-b9c9-685ccfb0fdff,721000.00,2024-11-01
danamon-5d47f2c2-a1c2-44a9-802b-3dea1a5d18a4,911000.00,2024-10-30
danamon-5246093c-8e9e-4366-b4e9-d15c17b3544f,270000.00,2024-11-02
danamon-010ac95a-d326-467a-a992-71563957fa83,-944000.00,2024-10-28
danamon-299e9595-c183-4ba3-810c-3d5441c86bfd,-557000.00,2024-11-01
danamon-1444491b-492a-43de-9917-37acf50762a1,-313000.00,2024-11-02
danamon-6fe82322-369d-432f-bc86-69c56ba771c2,-26000.00,2024-11-02
danamon-d8f3488a-1837-4f9d-8190-0913c567dd77,54000.00,2024-10-31
danamon-5d8b053c-46ec-4891-ad1c-e60d3a3837de,-954000.00,2024-10-30
danamon-ee7fe858-c6d4-4c1d-9061-62acac267f0e,-621000.00,2024-10-30
danamon-5a5c353e-13c6-43ec-b527-90664d2e407a,-186000.00,2024-10-28
danamon-4581aa83-15ac-4a77-8653-af57f72df4c4,-701000.00,2024-10-31
danamon-abd10f3b-755b-4e39-9e89-c142cbde9e97,360000.00,2024-11-01
danamon-29b1a811-d1bf-4341-9d1b-e098b65ace36,937000.00,2024-10-29
danamon-4d6efee9-a312-4657-a8c2-013ebdea7196,-468000.00,2024-10-29
danamon-d875570a-29d9-48a5-8eab-eeb37554749f,959000.00,2024-10-28
danamon-51b5336b-583b-4514-ab41-2580c18ebc85,560000.00,2024-11-01
danamon-11fd7f75-c8d8-4426-bba5-61fb07a0d74c,-710000.00,2024-11-04
danamon-a2e5bb3a-9a34-4939-bfa5-b50a2766bc22,-524000.00,2024-11-01
danamon-0c8a3d0e-3d67-4c13-aa06-713530b22421,884000.00,2024-10-29
danamon-de871dc4-2876-4259-a402-ef7d01916682,-327000.00,2024-10-29
danamon-2122db17-220e-4065-996e-bdec0ab83951,-351000.00,2024-10-31
danamon-ad7ed16c-b645-4a52-b31d-d93730d1bf3a,-897000.00,2024-10-28
danamon-4f19c979-0753-490f-a266-e9b8de166996,-195000.00,2024-11-03
danamon-1fb34cc4-ace4-481f-962a-f80e13a9add8,897000.00,2024-10-30
danamon-4db61329-9790-4463-9bde-500faf0de90b,-529000.00,2024-10-31
danamon-62d601a2-c886-40d3-9cef-e2273b9a3e49,-340000.00,2024-10-30
danamon-bb657e1b-a1ab-45af-849a-cfc3a34fdf14,-980000.00,2024-11-02
danamon-06ba3979-b40e-4c5f-87ea-f396b1d42e38,-819000.00,2024-10-31
danamon-112fa5c8-ef57-4469-9ace-41d370ebbccb,-577000.00,2024-11-02
danamon-08af8a1e-66a1-4261-8d5b-629b1d84f0e7,976000.00,2024-11-02
danamon-731c165e-4b05-4e5f-9a03-3c31840b7078,253000.00,2024-10-28
danamon-3ac0f481-fe02-42c6-ab5e-e3fc586f9dda,-42000.00,2024-11-03
danamon-37dcd694-7f98-4d54-9579-f449d3df00f3,896000.00,2024-11-01
danamon-94c493be-50b6-4380-9a65-e61a89065498,-494000.00,2024-10-31
danamon-2d242d0e-2ddb-467d-8236-a4a576975c06,-487000.00,2024-10-29
danamon-0433cd9d-8896-47a9-9eac-0f267a714891,-574000.00,2024-10-30
danamon-5ba18850-c008-41f4-a7d4-3a748a1ca4bc,752000.00,2024-11-02
danamon-7c5089da-bb98-4d14-b8b9-8c4f7cb86202,871000.00,2024-11-01
danamon-45495c5a-20f2-43a7-970b-7e2ec1e7bd8c,-926000.00,2024-10-29
danamon-f960a818-9b6d-436e-ba2a-846959b51aa7,481000.00,2024-10-30
danamon-f873a948-d7f3-4197-8c7c-da4f79ce091a,947000.00,2024-10-30
danamon-af4b02ab-17a8-47f8-8097-18341392f200,-609000.00,2024-10-31
danamon-20436f4c-28bc-461c-a8ce-7422fd98ad33,249000.00,2024-10-31
danamon-07e112a8-898d-46a2-a12e-f64ed977c383,-197000.00,2024-11-03
danamon-0988661c-19cc-4d9a-93f5-d388c8d5025e,579000.00,2024-11-01
danamon-7756c196-2f71-4ec6-a212-642976412dfb,273000.00,2024-11-01
danamon-bc64679c-f6b9-4376-845f-731fc4525b67,-277000.00,2024-10-28
danamon-c00b72ae-456c-4620-92f8-2cc1a47f8354,-397000.00,2024-10-30
danamon-ac8ee0cf-778c-4ff3-8ad3-84191825c387,-942000.00,2024-10-29
danamon-8b0b630a-39cd-49cd-83f6-3b99e3407478,-841000.00,2024-11-02
danamon-1c668e1d-025b-482c-957e-610d418de42d,626000.00,2024-11-03
danamon-a8001a12-29ed-4135-8f69-e4c83fc80c10,-892000.00,2024-11-02
danamon-e08c84e7-b0ed-4d0d-b59f-25670e48a968,-324000.00,2024-10-30
danamon-4976234c-9dd1-4925-83ad-24b396fca5e3,348000.00,2024-10-28
danamon-b8c632b7-0a50-4474-b7ba-5b7aaac3fd83,-146000.00,2024-11-02
danamon-7dcc693f-bf9c-4791-8406-7bea55a76d56,-434000.00,2024-11-03
danamon-4701e9fd-3c1c-4613-ace2-fdd72a8a8276,354000.00,2024-10-30
danamon-bc6966e8-8965-4752-93c1-002ff46544b0,-735000.00,2024-10-29
danamon-f343fceb-dd30-4b5e-9b8e-9089dbfbc07f,-771000.00,2024-10-31
danamon-e1336b24-0215-40b6-8a51-5d531fa5a305,-674000.00,2024-10-28
danamon-d9a1d8c0-dda5-44e2-9c5d-3924eef92bd1,376000.00,2024-10-29
danamon-38ba920c-b4d6-4c03-8655-7e1e18371ce9,578000.00,2024-10-28
danamon-a7c660ff-0413-4b7c-bd17-2e7dd14c0b6d,-555000.00,2024-10-28
danamon-7e933e9b-0289-4b4b-864a-ed369325fdf2,-393000.00,2024-10-29
danamon-a93aecb5-fc3a-4027-8d6b-80e2e8f02b28,222000.00,2024-10-31
danamon-f29a4ee6-00a6-4d77-8ebd-f535a47a3c0d,-998000.00,2024-10-31
danamon-dd591830-30d1-444b-abc8-7731e27bf18b,-976000.00,2024-10-30
danamon-ffa08a35-49d7-4b4e-b665-6e0b4109f72a,682000.00,2024-11-01
danamon-c335cf06-82c2-4a97-a7f5-90180603355f,127000.00,2024-11-02
danamon-ea020aef-ab4d-4dc4-85cb-bbedb1658dbd,-350000.00,2024-11-02
danamon-46667724-9509-4318-a2e6-9ebb193d6ee4,618000.00,2024-11-01
danamon-6f6f71f0-f333-411f-bb18-5b763fa7fb8d,-37000.00,2024-10-28
danamon-cd1930e4-cac8-4cd3-8e99-e0ef1108987e,-656000.00,2024-11-03
danamon-b144cb08-e036-486e-a5dd-453f66980499,499000.00,2024-10-29
danamon-8ddd57d5-d049-4bc4-bd37-ec9663f01b83,-264000.00,2024-11-04
danamon-96e86bc9-1133-4ad7-a543-ea54d72f22a7,866000.00,2024-11-02
danamon-f5c02d18-fb8e-4424-b2e3-37be69786dda,-132000.00,2024-10-28
danamon-d0877faf-aca8-4412-8ef3-f5324281fb3b,-368000.00,2024-10-31
danamon-dbac315d-40bc-4d96-bd01-5668a00ba7b2,-596000.00,2024-11-02
danamon-0fa571e4-ae03-49cc-b9b1-7bcc77d27bed,-441000.00,2024-10-30
danamon-ea54fb75-c506-4bc0-ad99-35f2902b3db7,187000.00,2024-11-01
danamon-3bf9e9d6-bf3b-45ff-8f40-6f239c7d9703,189000.00,2024-10-29
danamon-57c0188b-f530-455e-bad5-70917bae3f5b,-822000.00,2024-10-30
danamon-f90484cf-20cb-41b3-9ca8-e039855f8257,-540000.00,2024-10-30
danamon-c0745226-bedb-4f73-817e-46dc521df549,-607000.00,2024-10-29
danamon-6f00df3a-ea84-4b2e-811a-437bf6a5cecb,188000.00,2024-10-28
danamon-26f94c44-f8fe-4cd1-99b1-e04d0e4bfd17,-50000.00,2024-11-02
danamon-28b6fe17-1c6a-46c0-8339-5f33e57764e6,-848000.00,2024-10-29
danamon-022ed745-b1cc-48e8-9f91-2bf4a3ff9b87,195000.00,2024-11-01
danamon-40bd5eb0-c52c-4dae-a821-2db30f2b04bd,-911000.00,2024-11-03
danamon-0fed3a4a-3551-44b7-8c01-49247c58af7d,-993000.00,2024-10-28
danamon-fdf0988b-71e8-47d8-8739-8da99dcbb842,340000.00,2024-10-30
danamon-727c2cae-429d-4392-b962-77547ccc024b,640000.00,2024-10-31
danamon-c9458499-52ad-4836-b656-17981c66f058,259000.00,2024-10-31
danamon-9852194b-0272-4543-bffc-71217549c75d,-69000.00,2024-10-30
danamon-87e41c19-6e8b-4ac4-a14a-9a54a313d10a,529000.00,2024-11-02
danamon-4db04367-01f3-43c9-a1d9-b014e4b7a826,-196000.00,2024-10-28
danamon-8f33a956-650c-4f75-b691-bb10557dec5b,661000.00,2024-11-03
danamon-92e9d839-b86f-4d0c-bbe6-37665878662e,-815000.00,2024-11-04
danamon-eb517d2b-3d33-4d68-8c9a-76260dd24da0,807000.00,2024-11-01
danamon-437a8269-6d23-41f1-a8fe-b72200bc006a,673000.00,2024-11-02
danamon-1b6d30ba-8a09-4dc7-82b0-dadfebf9250e,-871000.00,2024-10-30
danamon-0ce93c5c-7e38-4ac6-ab17-ee363174f986,-782000.00,2024-11-03
danamon-77a737bf-ac87-4642-9869-934667fa6edc,-998000.00,2024-10-31
danamon-89b1b988-79c1-48ab-ae22-8ff14059c331,-876000.00,2024-10-30
danamon-4fc133f8-11f8-4f75-b9ec-a44d773688dc,939000.00,2024-11-01
danamon-8c228218-ac10-4f12-a046-5ab53b719505,-434000.00,2024-11-01
danamon-8c098c4d-81a6-4a91-8e11-a4de0ace0167,790000.00,2024-11-03
danamon-f6066ada-6c98-4a91-bab6-3bf224042910,795000.00,2024-11-02
danamon-6499f6cc-6c58-4243-ab8b-79a2924bc213,-358000.00,2024-10-30
danamon-4941293b-b9d9-45ce-97df-ed7660496b2f,26000.00,2024-11-03
danamon-b5911e26-851a-4c06-bba5-e1f36c3f99a5,23000.00,2024-10-31
danamon-1509acd0-9a39-483d-81d7-d5f4a6a9b072,-787000.00,2024-10-30
danamon-f76ad47d-3810-49f0-9b20-2c9889306b7c,-461000.00,2024-10-31
danamon-c263030d-ae19-454e-9610-0e17a6ec30f5,-306000.00,2024-10-30
danamon-63e7fb01-dde3-45d8-8e2f-74ead9d7f312,-529000.00,2024-10-30
danamon-a87bcdb2-e8f7-44f2-b42d-cd03a4e21689,-857000.00,2024-11-03
danamon-c3c018cb-c642-48ff-ae62-35097e8ed40f,308000.00,2024-11-03
danamon-e0e245f8-39b4-4885-b5c2-14875fd24698,450000.00,2024-10-31
danamon-58e85e76-be69-4a0f-b469-cfd709ab8a48,-118000.00,2024-11-02
danamon-952363b7-0a8b-4012-a77a-12c98722ab9c,598000.00,2024-10-29
danamon-01af7d2d-0c48-4a98-ad45-c3eb16092171,521000.00,2024-11-03
danamon-35d399bf-7730-4444-81ec-708d55e960e9,319000.00,2024-10-31
danamon-35526e69-d519-49f9-82c9-dd59d1c6a40f,-423000.00,2024-11-04
danamon-3fbe9e38-bb25-4d4d-acc9-87aa76216660,95000.00,2024-10-31
danamon-72110225-1d69-487b-95a6-909ff2150ec2,-680000.00,2024-11-02
danamon-0506001d-26aa-45b9-a209-7ce5f0ef475c,223000.00,2024-10-30
danamon-3759b4f7-6400-4e4a-92b6-b6b12f30a9bd,251000.00,2024-10-29
danamon-eb153898-9398-451f-9308-43c63cf7d14e,-159000.00,2024-10-30
danamon-26b25856-50f1-4b7e-a182-fa4c305493f3,150000.00,2024-10-30
danamon-1aa15702-3a3b-4312-b811-6c7308dfd1dc,205000.00,2024-10-31
danamon-933fda90-8013-4e4a-947c-55a5bb58778f,398000.00,2024-10-31
danamon-8d88913e-3efb-4f77-b644-ecf8fa500a52,927000.00,2024-10-31
danamon-0a7e8f2f-a0f0-4518-8a71-35a1cdf8f2cf,375000.00,2024-11-02
danamon-28610116-6fc3-4091-910c-8ed40927cb64,400000.00,2024-10-29
danamon-981139d1-863a-4d58-bd0f-8eb5c59486aa,146000.00,2024-10-30
danamon-398d09fe-a8e8-4e37-ba2e-7244d9ba3a92,-405000.00,2024-11-01
danamon-8169931c-3de8-4b0c-8a8b-397aa812341a,955000.00,2024-11-03
danamon-71520688-4581-495d-8641-3eff283664bc,-798000.00,2024-10-28
danamon-c706005c-278a-4dae-be7a-30c8ce141939,318000.00,2024-11-03
danamon-a439ffbf-3f04-4d44-b6f6-ee6d1e6727ac,-576000.00,2024-11-02
danamon-50734a73-234a-4c55-b099-20194d2a529f,337000.00,2024-10-30
danamon-2af69fc5-76ef-4054-8000-7cd2ead45ab9,677000.00,2024-10-31
danamon-85f3c022-b676-4c94-9b37-d496c0ba2cb9,-546000.00,2024-11-01
danamon-d700edb7-e31c-4d67-850c-1e7f18c1cb2e,-152000.00,2024-11-02
danamon-4d7bdc55-3821-4216-9be7-48fec3c44438,789000.00,2024-10-29
danamon-344724a2-2426-4adb-af39-286a3f6f4906,-675000.00,2024-10-29
danamon-8b71a9fe-7a6f-4046-b454-b8fc56bd47d1,338000.00,2024-10-31
danamon-e58b4019-523c-4c49-9a3e-eef4618f2443,675000.00,2024-10-31
danamon-a1bbee0a-af87-4268-9074-d7b5fa4c0fa8,81000.00,2024-11-01
danamon-1b740cb4-4961-406c-b8a2-4217a5ff8827,-383000.00,2024-11-02
danamon-f081dfea-5304-47db-853d-a829c2ed469f,314000.00,2024-10-29
danamon-40006251-2b82-4b37-9c02-101ec2fb46b1,-671000.00,2024-11-01
danamon-840302fa-22ef-4d74-ab52-b2d459a37340,-204000.00,2024-11-01
danamon-bbbd1c8a-2298-497f-bf46-9a8a1fc9fa0e,351000.00,2024-11-03
danamon-b09716d1-2086-47d2-8753-33d8e9244eac,122000.00,2024-10-29
danamon-b1d4c15f-2059-4467-9379-ca0f59277a1a,630000.00,2024-10-30
danamon-302e4d53-6874-4387-a204-066ad4f1984d,-198000.00,2024-10-29
danamon-4872caa4-4a0f-4ed5-9b79-d714a5393e10,-743000.00,2024-10-30
danamon-82b42469-45a4-44a3-beb3-fcf35b5818a2,41000.00,2024-10-31
danamon-5db44f58-cb4e-479a-8141-7e03ea165d5a,638000.00,2024-11-01
danamon-23da83c7-c008-4e37-ab73-290d6c47d707,-462000.00,2024-11-03
danamon-114b10d8-b891-4958-b05e-7c32754cd8ab,962000.00,2024-10-29
danamon-3dbaa269-cfd6-4d85-b197-b5192570b82e,205000.00,2024-10-30
danamon-8da2ad4b-0273-4ef6-802b-3bfc84e1a4a1,-841000.00,2024-10-30
danamon-196a0488-c0d6-4aa8-886b-b027950de29c,-55000.00,2024-10-28
danamon-be2e7eba-30b4-45fc-92bd-53c47bb66aab,-404000.00,2024-10-28
danamon-bca20101-33a7-41ec-96b9-00a271255a95,-827000.00,2024-10-28
danamon-77644e24-737c-44d1-b49e-53b78d5ccc95,238000.00,2024-10-28
danamon-ee91b44d-a943-4af6-bbf4-4440113cf140,654000.00,2024-10-29
danamon-2c686727-1ee0-4254-9a6e-c107983bebea,-929000.00,2024-10-29
danamon-253ac8ba-635d-4a64-99fb-2f3ae40284f8,-169000.00,2024-10-31
danamon-651d6203-9785-4c95-bc17-f60363049a48,193000.00,2024-10-31
danamon-8ffa3aa9-43cf-4206-991a-595c0d5559a9,-483000.00,2024-10-28
danamon-0ce0790d-3088-4dbb-8b56-a3a3573c4f2c,90000.00,2024-11-01
danamon-7dfb5c68-bb6e-4e14-ab64-96a518b5956d,468000.00,2024-11-02
danamon-18ac3811-2317-4a4d-a8dc-2e8b486c0f68,-144000.00,2024-11-03
danamon-cad868ab-933f-4b7c-b286-3d62faee2b34,-421000.00,2024-10-29
danamon-4f2c7253-df50-48a9-9b2e-0aef375b9d17,-580000.00,2024-11-02
danamon-f6a0d4b0-9526-46b8-a5ae-fbb5f31f74b9,-921000.00,2024-11-01
danamon-af28b3c7-7192-477c-8b51-e60e80b1db06,816000.00,2024-10-28
danamon-e49c7e2e-d9c9-495a-be9e-de6291d2bd8b,-942000.00,2024-10-29
danamon-724d8cb8-a04b-4f39-91f5-b07c24acbf83,746000.00,2024-10-29
danamon-ddb62bae-468e-4102-b124-ff2735346faa,344000.00,2024-10-29
danamon-6c296603-6e53-4c53-8e33-8fd373908e14,729000.00,2024-10-30
danamon-98fa969d-88da-4011-9425-b2c1015563c8,-317000.00,2024-10-31
danamon-e59a85fa-a6c2-4a8b-96df-95fddceab6df,-694000.00,2024-10-30
danamon-9a6a8c02-141f-4d7e-a6ad-32e626744a4f,755000.00,2024-11-03
danamon-8bd2ef2b-680c-455d-a193-317f223edaf3,562000.00,2024-10-31
danamon-04747149-63f8-490c-b4e8-ff0a4193684f,-447000.00,2024-10-31
danamon-849bcb2c-7347-4d9d-9b46-b11f187df5aa,468000.00,2024-10-28
danamon-8d08caed-0ce8-495b-a616-3057624e6eab,580000.00,2024-10-31
danamon-d8da37f2-9fc2-42a3-b528-9cffe70def8f,128000.00,2024-11-02
danamon-15c8e66d-330f-46b4-84f2-668d3aabb7dc,-869000.00,2024-11-02
danamon-504c6787-4cf2-4bc1-8ec7-8cfc78b1b78f,-402000.00,2024-11-01
danamon-3390b481-d39e-4a32-953a-51300ff45cc7,669000.00,2024-11-03
danamon-7c8cb09b-9ae3-42e1-8582-d1405783682a,-37000.00,2024-10-30
danamon-1d3a4cc9-0079-4811-84e0-a31ac851709c,875000.00,2024-10-31
danamon-d7da1a70-9482-4494-9bad-57cccdc46ebf,125000.00,2024-11-02
danamon-e4fb4168-e737-4e0e-984d-975c6eba02b9,265000.00,2024-10-28
danamon-afd6080e-8c75-466f-8b2d-f6a9678dc2ca,865000.00,2024-10-28
danamon-ab084328-2ead-4d48-a7a3-ae7cd42edc81,89000.00,2024-10-28
danamon-43083280-a410-4ceb-b40e-ee55883498f6,-640000.00,2024-11-03
danamon-b250d93a-3ae5-4fff-9246-86713ef18b8c,448000.00,2024-11-02
danamon-22fa67ec-7049-4856-86d3-5107992c71c5,-911000.00,2024-11-03
danamon-6bb3bfb8-6268-403f-a004-91c596652f23,376000.00,2024-10-28
danamon-65c8e8e7-9067-4cc9-be62-9002b706b18c,569000.00,2024-10-30
danamon-a482a847-b912-4c0c-bd1e-4eac36d97a65,100000.00,2024-11-02
danamon-52db1801-4ee3-4130-9efb-e3a8d11a8622,823000.00,2024-11-03
danamon-5e052297-c78b-4145-a15b-5e0700be276d,-325000.00,2024-10-30
danamon-ceb452e9-1c93-4863-9f16-9ba34c967d8a,-403000.00,2024-10-29
danamon-d5f3b98e-dfd6-48b7-bcad-6fdf9fce3c1a,842000.00,2024-11-02
danamon-dcf141cb-ab06-4f0b-84ff-b9f21f48b9e3,-501000.00,2024-10-31
danamon-99002fa6-096a-41d9-b7ed-d216d0dc2391,-702000.00,2024-11-03
danamon-73a38892-e2a4-4488-992b-f6a0a98d9630,-712000.00,2024-10-31
danamon-30b223c0-01c9-4626-b814-bc463744f3fd,-105000.00,2024-11-03
danamon-cb5c089d-c67a-4dba-916e-3ebdbdc5e20c,344000.00,2024-10-28
danamon-3e814da0-6ad2-4c69-a4d5-9ce8c8f74015,344000.00,2024-10-30
danamon-7dfafedd-2f2b-4f43-a3a8-182773c43074,-8000.00,2024-11-02
danamon-8ba1ff67-fff0-4d24-a19f-faca7e8fe837,230000.00,2024-11-03
danamon-d5a75e45-4918-4d49-9feb-eedefb0d6d60,849000.00,2024-10-30
danamon-a3ab0bfe-e994-406a-b8b5-558e42f06f9d,-946000.00,2024-11-02
danamon-870f0b9c-8c4f-452b-b81f-074097c2aee9,-891000.00,2024-11-01
danamon-ebf4fce5-ad50-43eb-bf96-738ccc3ab556,-534000.00,2024-10-29
danamon-ef750c69-4162-4e2a-ada1-add2d245a54a,-209000.00,2024-11-01
danamon-f51c4427-e7e4-4ff3-b251-142309454288,653000.00,2024-11-03
danamon-63d61679-f6ab-4a10-b563-22e218c7e949,802000.00,2024-11-03
danamon-ef7e889c-6100-42f7-82e4-8dc2254a1554,-794000.00,2024-11-02
danamon-fbaad418-6ec3-4e5d-b724-7d3c969eaf57,-258000.00,2024-11-02
danamon-afb0447d-0740-4550-98ec-7165b95f7821,910000.00,2024-11-01
danamon-e083d5af-4e5f-4ea2-b9c7-2c1d2eb64ad3,629000.00,2024-10-31
danamon-1b233359-cc5c-4991-bdb1-d14ff1832f42,-311000.00,2024-11-01
danamon-6baadb2b-49fd-472c-a6e8-2e5436b74d6d,-974000.00,2024-10-30
danamon-0e720f28-0bbb-4c77-a370-57402e5fb046,665000.00,2024-10-28
danamon-a47d22fa-ca51-4709-94af-a96cdad46d1a,620000.00,2024-11-01
danamon-fcbc2002-4ad7-4250-8e0e-3a00354353df,574000.00,2024-10-29
danamon-bac6ac5a-1e52-45f0-9955-e8d301551502,-343000.00,2024-10-31
danamon-778f8d9d-b6e7-43da-ac41-2795ade24bc0,-257000.00,2024-11-02
danamon-e7678093-9537-4511-b68f-b3f276e622d7,322000.00,2024-10-28
danamon-5995746f-0162-434c-bf15-e6f28d03e6c0,-212000.00,2024-11-01
danamon-6b757ae8-035b-40a5-ab8a-0b4647c0bbe8,-409000.00,2024-10-28
danamon-c41573e6-9a10-48ad-8619-839498bded2a,-447000.00,2024-10-31
danamon-ab8f46b7-2a20-4e10-bd5e-ddc763885249,-427000.00,2024-11-02
danamon-a2198515-89e2-4037-96cd-52e55d09f186,167000.00,2024-11-02
danamon-5ee8e57e-08c8-464c-88fb-2905e3d0f28b,7000.00,2024-11-01
danamon-373aac6b-7561-4ed4-99ce-f470936590ac,-714000.00,2024-11-01
danamon-477c0209-227b-4691-a220-8b7c317ce635,23000.00,2024-10-30
danamon-2a4a9bf5-96fe-4a08-8707-1d4d65cc3268,-293000.00,2024-11-02
danamon-f4d4b904-66df-406c-9f63-19d8e753bc33,-321000.00,2024-10-29
danamon-f9dd8f25-d4fa-412d-92cd-68d5dc011d8d,921000.00,2024-11-02
danamon-7f97d8c2-f1fb-4fd7-ac11-adde55020680,881000.00,2024-10-28
danamon-c18fa429-ecf7-4394-8272-a0b70ac23d1d,82000.00,2024-11-02
danamon-1e242eb3-e48d-4b39-8448-229be7520b99,597000.00,2024-11-01
danamon-b6ad39f5-dbdc-46b7-9252-c51d91f3953a,516000.00,2024-11-02
danamon-c62ae111-6bb4-4de2-972e-11064ce11ce8,601000.00,2024-11-01
danamon-41985eca-ba5e-400d-9367-9cccc55fd227,-19000.00,2024-10-28
danamon-3bee96bb-c008-4ab0-99cf-82ac214fc9d1,371000.00,2024-11-03
danamon-4fe69052-04ed-4134-9a02-92800c358446,-900000.00,2024-11-02
danamon-eb3b48ea-39d3-4da3-a175-28a4f2d0e534,-830000.00,2024-11-01
danamon-1741847d-b90e-49b5-afad-a09dd9f5c049,-691000.00,2024-11-01
danamon-17f39f83-65c9-4b19-a712-b68d9ab9ce8a,-457000.00,2024-10-31
danamon-dc807b63-1f14-4695-b4ff-d7407e85edb9,-883000.00,2024-11-02
danamon-9a6bb66c-df74-4862-ad0f-7bf2c1d3e7d3,-641000.00,2024-11-01
danamon-33d48125-63d0-4506-8b8a-7db3369d9acf,244000.00,2024-11-01
danamon-3186023f-8f41-4a9f-8cf5-0aa914c4c7f4,753000.00,2024-11-01
danamon-840801dd-63c1-42db-92aa-bcf98f51b805,-722000.00,2024-10-29
danamon-5687f802-6dc4-47d0-992b-7f753304ed60,556000.00,2024-11-03
danamon-9e51b1d8-5caf-4c5b-9659-8919129f24e3,-789000.00,2024-10-30
danamon-ef84cee8-94b9-42ae-8a7a-9d8d7eba6dab,280000.00,2024-11-02
danamon-e6973c44-385f-4668-85f0-840bd93517f3,870000.00,2024-10-29
danamon-04789578-f64b-4165-bebd-f4d826128d96,-778000.00,2024-10-29
danamon-32a204e3-117f-4bcf-b27f-8aabbceb6a0c,-526000.00,2024-10-30
danamon-441538b7-300f-427f-98d9-fdd40c4729e3,816000.00,2024-11-02
danamon-5e910983-97c7-4e69-ad49-73fd838c2d8e,-930000.00,2024-11-02
danamon-285a13bd-0fe5-4795-8d91-52fe70367eed,667000.00,2024-11-03
danamon-bf1f7d62-49b8-4706-a884-23b1dba53638,-21000.00,2024-11-01
danamon-b66d2676-d562-454f-8811-219349b155dd,114000.00,2024-11-03
danamon-44ac603f-f80a-4cbb-95af-ccff1c7edf8b,-600000.00,2024-11-01
danamon-fef89946-bdcb-4de2-af8a-0f65849c0ffb,-165000.00,2024-10-30
danamon-808f6b35-ecdd-412e-8c6c-23c3c96e6223,-607000.00,2024-10-30
danamon-b472298d-378a-4439-ac67-b190c7a06616,649000.00,2024-10-30
